,sigla,nombre,municipio,departamento,categoria,latitud,longitud,propietario,explotador,longitud_pista,ancho_pista,pbmo,elevacion,resolucion,clase,tipo,gcd_departamento,gcd_municipio
566,PUE,PUERTO RICO,Puerto Rico,Meta,Aeródromo,2.9419,-73.2039,MUNICIPIO,MUNICIPIO,1080.0,15.0,12202.0,800.0," 4022,000",2A,Público,50,50590
567,PUL,GAVIOTAS,Fuente de Oro,Meta,Aeródromo,3.4633,-73.6022,MISAEL RODRIGUEZ CASTAÑEDA,FAGA LTDA,720.0,10.0,2000.0,987.0,"   76,000",1A,Fumigación,50,50287
568,PUU,TRES DE MAYO,Puerto Asís,Putumayo,Nacional,0.5054,-76.5008,AEROCIVIL,AEROCIVIL,1485.0,25.0,33112.0,809.0,"  115,000",3C,Aerocivil,86,86568
569,PVA,EL EMBRUJO,Providencia,San Andrés islas,Nacional,13.3572,-81.3579,AEROCIVIL,AEROCIVIL,1050.0,18.0,,10.0,"  338,000",2B,Aerocivil,88,88564
570,PVO,EL ALGODONAL,Pueblo Nuevo,Córdoba,Aeródromo,,,,,,,,,,,,23,23570
571,PWI,PUERTO WILCHES,Puerto Wilches,Santander,Aeródromo,,,,,,,,,,,,68,68575
572,PWT,PUERTO WILCHES,Puerto Wilches,Santander,Aeródromo,,,,,,,,,,,,68,68575
573,PZA,PAZ DE ARIPORO,Paz de Ariporo,Casanare,Aeródromo,5.8819,-71.883,AEROCIVIL,AEROCIVIL,1506.0,20.0,29000.0,878.0," 1591,000",2B,Aerocivil,85,85250
574,PZI,VENECIA DE LAS GUAMAS,Paz de Ariporo,Casanare,Aeródromo,5.6882,-70.7378,MAURICIO MEDINA NIÑO,MAURICIO MEDINA NIÑO,570.0,15.0,2000.0,404.0," 5524,000",1A,Privado,85,85250
575,PZR,CHAPARRITO,Paz de Ariporo,Casanare,Aeródromo,5.56,-71.2172,HERNAN BRAYDI,PERENCO COLOMBIA LIMITED,840.0,25.0,5670.0,450.0," 5603,000",2B,Privado,85,85250
576,QPM,FURATENA,Quípama,Boyacá,Aeródromo,5.5275,-74.1869,MUNICIPIO,MUNICIPIO,860.0,16.0,5670.0,3850.0,"  390,000",2B,Público,15,15580
577,QQA,VILLANUEVA,Villanueva,Casanare,Aeródromo,,,,,,,,,,,,85,85440
578,RAV,CRAVO NORTE,Cravo Norte,Arauca,Aeródromo,6.3167,-70.2111,AEROCIVIL,AEROCIVIL,1122.0,18.0,12202.0,336.0,"  343,000",3C,Aerocivil,81,81220
579,RCH,ALMIRANTE PADILLA,Riohacha,La Guajira,Internacional,11.5262,-72.9267,MUNICIPIO,AEROCIVIL -ORIENTE S.A.S.,1900.0,30.0,,43.0,"  187,000",4C,Aerocivil,44,44001
580,RCN,RANCHO NARE,Puerto López,Meta,Aeródromo,,,,,,,,,,,,50,50573
581,RDN,RONDON,Arauca,Arauca,Aeródromo,6.2872,-71.1019,AEROCIVIL,MUNICIPIO -COMODATO,1300.0,30.0,12202.0,480.0," 1261,000",2B,Aerocivil,81,81001
582,RGR,RANCHO GRANDE,Ibagué,Tolima,Aeródromo,4.4419,-75.1167,ZORROZA Y SUAREZ LTDA.,CRUZ VERDE,760.0,10.0,2000.0,2877.0," 4508,000",1A,Fumigación,73,73001
583,RVE,COLONIZADORES,Arauca,Arauca,Regional,6.9504,-71.8562,ECOPETROL,AEROCIVIL,800.0,30.0,,678.0," 4158,000",3C,Aerocivil,81,81001
584,SAA,SANTA ANA,Orocué,Casanare,Aeródromo,5.0875,-71.7902,FERNANDO REYES ISAZA Y CIA. S en C,FERNANDO REYES ISAZA Y CIA. S en C,600.0,15.0,3000.0,538.0," 5962,000",1A,Privado,85,85230
585,SAD,EL BALSAMO,San Diego,Cesar,Aeródromo,,,,,,,,,,,,20,20750
586,SAR,EL BOSQUE,San Alberto,Cesar,Aeródromo,,,,,,,,,,,,20,20710
587,SAS,SAN CARLOS,Maní,Casanare,Aeródromo,5.0096,-72.3237,WILSON GAMEZ M.,AVIOCOL LTDA.,850.0,10.0,3000.0,991.0," 5187,000",1A,Fumigación,85,85139
588,SBD,LA MAGDALENA,Sabana de Torres,Santander,Aeródromo,,,,,,,,,,,,68,68655
589,SBN,ISCUANDE,Santa Bárbara,Nariño,Aeródromo,2.4483,-77.9813,MUNICIPIO,MUNICIPIO,540.0,15.0,2300.0,150.0," 1490,000",1A,Público,52,52696
590,SBT,LAS CRUCES,Sabana de Torres,Santander,Aeródromo,7.3833,-73.5055,MUNICIPIO,MUNICIPIO,1202.0,20.0,12202.0,459.0," 9409,000",2B,Público,68,68655
591,SCA,SUESCUN,San Carlos de Guaroa,Meta,Aeródromo,,,,,,,,,,,,50,50680
592,SCG,EL PRADO,San Carlos de Guaroa,Meta,Aeródromo,,,,,,,,,,,,50,50680
593,SCM,LA CABAÑA,San Carlos de Guaroa,Meta,Aeródromo,,,,,,,,,,,,50,50680
594,SCS,SAN CARLOS DEL PLANAS,Santa Rosalía,Vichada,Aeródromo,4.0333,-70.8333,MUNICIPIO,MUNICIPIO,416.0,20.0,2500.0,400.0," 3660,000",1A,Público,99,99624
595,SCY,SAN JERONIMO,Flandes,Tolima,Aeródromo,4.1932,-74.8615,ELVIRA PINEDA VERGARA,SANIDAD VEGETAL CRUZ,800.0,10.0,2000.0,1030.0," 4217,000",1A,Fumigación,73,73275
596,SDG,LA MANSION,San Carlos de Guaroa,Meta,Aeródromo,,,,,,,,,,,,50,50680
597,SFA,SANTAFE DE ANTIOQUIA,Santa Fé de Antioquia,Antioquia,Aeródromo,,,,,,,,,,,,5,5042
598,SFC,SAN FRANCISCO,Garzón,Huila,Aeródromo,,,,,,,,,,,,41,41298
599,SFL,SAN FELIPE,Bugalagrande,Valle del Cauca,Aeródromo,,,,,,,,,,,,76,76113
600,SGG,LA FLORIDA,San Carlos de Guaroa,Meta,Aeródromo,3.912,-73.2956,GILBERTO LOPEZ S.,FARO LTDA.,740.0,10.0,2000.0,771.0," 1579,000",1A,Fumigación,50,50680
601,SGL,SAN GIL - LOS POZOS,San Gil,Santander,Aeródromo,6.5812,-73.128,MUNICIPIO,MUNICIPIO,1240.0,15.0,5670.0,5577.0,"  677,000",3A,Público,68,68679
602,SGT,SAN GERMAN,Natagaima,Tolima,Aeródromo,,,,,,,,,,,,73,73483
603,SGU,YAGUARITO,San Carlos de Guaroa,Meta,Aeródromo,3.8817,-73.3403,ACEITES MANUELITA S.A.,ACEITES MANUELITA S.A.,1000.0,14.0,5670.0,837.0," 4507,000",2A,Fumigación,50,50680
604,SHL,SANTA HELENA DE UPIA,Villanueva,Casanare,Aeródromo,4.3397,-72.7428,RUBEN A. PINZON GALINDO,ASAM LTDA.,794.0,10.0,2000.0,462.0," 3095,000",1A,Fumigación,85,85440
605,SIR,SIRENAS,Yopal,Casanare,Aeródromo,,,,,,,,,,,,85,85001
606,SIS,SANTA ISABEL,Mitú,Vaupés,Aeródromo,,,,,,,,,,,,97,97001
607,SJB,SAN JUAN DE URABA,San Juan de Urabá,Antioquia,Aeródromo,,,,,,,,,,,,5,5659
608,SJE,JORGE E. GONZALEZ T.,San José del Guaviare,Guaviare,Regional,2.5796,-72.6393,GOBERNACION,DEPARTAMENTO,1450.0,20.0,22000.0,603.0,"  984,000",2B,Público,95,95001
609,SJM,SAN JOSE DE MULATOS,Turbo,Antioquia,Aeródromo,8.35,-76.3333,MUNICIPIO,MUNICIPIO,440.0,20.0,1300.0,300.0," 2989,000",1A,Público,5,5837
610,SJN,SAN JUAN CR,La Gloria,Cesar,Aeródromo,,,,,,,,,,,,20,20383
611,SJR,SAN JUAN DE URABA,San Juan de Urabá,Antioquia,Aeródromo,,,,,,,,,,,,5,5659
612,SKGB,"MARCO FIDEL SUAREZ  ""AFB""",Cali,Valle del Cauca,Aeródromo,3.45689,-76.496514,,,,,,,,,,76,76001
613,SKTI,"TOLEMAIDA ""AFB""",Melgar,Tolima,Aeródromo,,,,,,,,,,,,73,73449
614,SLC,SABANALARGA,Sabanalarga,Casanare,Aeródromo,,,,,,,,,,,,85,85300
615,SLI,LA BRAMADORA,Orocué,Casanare,Aeródromo,5.1914,-71.7439,SILVANA REYES DIAZ,SILVANA REYES DIAZ,520.0,10.0,2000.0,544.0," 7088,000",1A,Privado,85,85230
616,SLM,SAN LUIS,Granada,Meta,Aeródromo,,,,,,,,,,,,50,50313
617,SLO,YAGUARITO,San Carlos de Guaroa,Meta,Aeródromo,,,,,,,,,,,,50,50680
618,SLU,SANTA LUCIA,Ábrego,Norte de Santander,Aeródromo,8.0667,-73.2,INCORA LTDA,INCORA,1000.0,30.0,4000.0,4502.0,"  842,000",2B,Público,54,54003
619,SLY,MATENOVILLOS,San Luis de Palenque,Casanare,Aeródromo,5.2103,-71.8508,SANTIAGO CAMILO REYES DIAZ,SANTIAGO CAMILO REYES DIAZ,580.0,15.0,2000.0,584.0," 6667,000",1A,Privado,85,85325
620,SMA,AGUAS BLANCAS,San Martín,Cesar,Aeródromo,,,,,,,,,,,,20,20770
621,SMD,SABANETA,San Martín,Cesar,Aeródromo,8.0268,-73.5169,ALVARO ESCOBAR SAAVEDRA,ALVARO ESCOBAR SAAVEDRA,1000.0,18.0,5000.0,318.0," 2494,000",1A,Privado,20,20770
622,SMR,SIMON BOLIVAR,Santa Marta,Magdalena,Internacional,11.1197,-74.2473,AEROCIVIL,AEROCIVIL -ORIENTE S.A.S.,1700.0,40.0,,22.0,"  352,000",3C,Aerocivil,47,47001
623,SMT,LA CAPRICHOSA,San Martín,Meta,Aeródromo,,,,,,,,,,,,50,50689
624,SNF,SAN FELIPE CA,Orocué,Casanare,Aeródromo,,,,,,,,,,,,85,85230
625,SNG,SANTIAGO No.1,Maní,Casanare,Aeródromo,,,,,,,,,,,,85,85139
626,SNL,HIPILANDIA,San Martín,Cesar,Aeródromo,7.8899,-73.4588,PALMAS DEL CESAR S.A,PALMAS DEL CESAR S.A.,620.0,18.0,4000.0,311.0,"  122,000",1A,Privado,20,20770
627,SNM,LA DIVA,Santa Marta,Magdalena,Aeródromo,11.2448,-73.7165,INVERSIONES TIN S.A.S.,ASA S.A.S.,620.0,10.0,2000.0,5249.0," 5383,000",1A,Fumigación,47,47001
628,SNP,SAN PABLO,Lorica,Córdoba,Aeródromo,9.0598,-75.7804,PROAGROCOR  S.A.,AEROPENORT LTDA.,650.0,10.0,2000.0,15.0,"  707,000",1A,Fumigación,23,23417
629,SNR,SAN MARTIN,San Martín,Meta,Regional,3.7023,-73.6881,AEROCIVIL,AEROCIVIL,700.0,15.0,3000.0,1380.0,"  644,000",1A,Aerocivil,50,50689
630,SNU,SAN MIGUEL,San Carlos de Guaroa,Meta,Aeródromo,,,,,,,,,,,,50,50680
631,SOR,EL RINCON DE MUCURA,San Onofre,Sucre,Aeródromo,9.7743,-75.6382,INVERSIONES EL RINCON DE MUCURA,INVER. EL RINCON DE MUCURA,900.0,15.0,6400.0,10.0," 1443,000",2A,Privado,70,70713
632,SOX,ALBERTO LLERAS CAMARGO,Firavitoba,Boyacá,Regional,5.6765,-72.9698,MUNICIPIO SOGAMOSO,MUNICIPIO SOGAMOSO,1500.0,24.0,,8149.0,"  102,000",3C,Público,15,15272
633,SPD,SAN PEDRO DE URABA,San Pedro de Urabá,Antioquia,Aeródromo,8.2898,-76.3748,MUNICIPIO,MUNICIPIO,853.0,14.0,6400.0,417.0,"  984,000",1A,Público,5,5665
634,SPE,SAN PEDRO CORAL,Buenavista,Sucre,Aeródromo,,,,,,,,,,,,70,70110
635,SPO,SAN PABLO - INCORA,María la Baja,Bolívar,Aeródromo,10.0472,-75.2653,INCORA LTDA,FALAN,720.0,18.0,2000.0,54.0," 8827,000",1B,Público,13,13442
636,SQE,SAN LUIS DE PALENQUE,San Luis de Palenque,Casanare,Aeródromo,5.4175,-71.7308,MUNICIPIO,MUNICIPIO,940.0,20.0,12202.0,700.0," 3660,000",1A,Público,85,85325
637,SRB,SANTA ROSA DE SIMITI,Simití,Bolívar,Aeródromo,,,,,,,,,,,,13,13744
638,SRO,SANTA ROSALIA,Santa Rosalía,Vichada,Aeródromo,5.1337,-70.8718,CORREGIMIENTO,CORREGIMIENTO,800.0,25.0,12202.0,500.0,"  264,000",1A,Público,99,99624
639,SRS,EL ALGARROBO,San Marcos,Sucre,Aeródromo,8.6874,-75.1624,AEROCIVIL,AEROCIVIL,1200.0,136.0,6000.0,135.0," 3890,000",2A,Aerocivil,70,70708
640,SRT,LA LOMA,San Martín,Meta,Aeródromo,3.6742,-73.4039,INVERSIONES BOHORQUEZ CASTAÑO E HIJOS,FAGAN S. EN C.,840.0,10.0,2000.0,852.0," 5185,000",1A,Fumigación,50,50689
641,SRV,LOS COLONIZADORES,Saravena,Arauca,Aeródromo,,,,,,,,,,,,81,81736
642,SSC,SALA 77,Valledupar,Cesar,Aeródromo,10.3522,-73.3298,ALBERTO MARIO VARGAS,AMA LTDA.,600.0,15.0,2000.0,381.0," 4444,000",1A,Fumigación,20,20001
643,SSE,SAN JOSE-EFA,Lérida,Tolima,Aeródromo,,,,,,,,,,,,73,73408
644,SSL,FALCON,Saldaña,Tolima,Aeródromo,,,,,,,,,,,,73,73671
645,STA,EL EDEN,Santa Ana,Magdalena,Aeródromo,9.5197,-74.3392,JORGE IGNACIO AGUDELO,JORGE I. AGUDELO RESTREPO,840.0,18.0,5700.0,164.0," 4941,000",1A,Privado,47,47707
646,STB,SANTA BARBARA,Cumaral,Meta,Aeródromo,,,,,,,,,,,,50,50226
647,STR,SANTA RITA DE ITUANGO,Ituango,Antioquia,Aeródromo,7.3348,-75.6137,MUNICIPIO,MUNICIPIO,700.0,15.0,2300.0,6400.0," 2798,000",1B,Público,5,5361
648,SVI,EDUARDO FALLA SOLANO,San Vicente del Caguán,Caquetá,Regional,2.1522,-74.7663,AEROCIVIL,AEROCIVIL,1500.0,26.0,,875.0,"  141,000",3C,Aerocivil,18,18753
649,SVT,SAN VICENTE DE CHUCURI,San Vicente de Chucurí,Santander,Aeródromo,6.9056,-73.4339,MUNICIPIO,MUNICIPIO,540.0,15.0,3000.0,1784.0," 5854,000",1A,Público,68,68689
650,SXG,SAN GERARDO,El Cerrito,Valle del Cauca,Aeródromo,3.742,-76.3899,CARLOS ALBERTO ARANGO N.,EL MISMO,340.0,10.0,400.0,3200.0," 5387,000",UL,Privado,76,76248
651,TAP,TARAPACA,Tarapacá,Amazonas,Aeródromo,-2.8957,-69.7497,GOBERNACION,EL MISMO,1080.0,14.0,,243.0," 3788,000",2A,Público,91,91798
652,TAR,TARAIRA,Taraira,Vaupés,Aeródromo,-0.5679,-69.6381,MUNICIPIO,MUNICIPIO,820.0,20.0,12202.0,512.0," 7354,000",1A,Público,97,97666
653,TAU,TAURAMENA,Tauramena,Casanare,Aeródromo,,,,,,,,,,,,85,85410
654,TBI,TIBIRI,Puerto Gaitán,Meta,Aeródromo,3.95,-71.1333,CORREGIMIENTO,CORREGIMIENTO,650.0,20.0,2500.0,740.0," 2989,000",1A,Público,50,50568
655,TBQ,TIMBIQUI,Timbiquí,Cauca,Aeródromo,2.7786,-77.668,MUNICIPIO,MUNICIPIO,1127.0,12.0,,18.0," 9248,000",1B,Público,19,19809
656,TBU,TIBU,Tibú,Norte de Santander,Aeródromo,8.6309,-72.7307,ECOPETROL,ECOPETROL,1400.0,18.0,,171.0,"  759,000",2A,Privado,54,54810
657,TCA,TAMACA,Agustín Codazzi,Cesar,Aeródromo,,,,,,,,,,,,20,20013
658,TCO,LA FLORIDA,San Andrés de Tumaco,Nariño,Nacional,1.8144,-78.749,AEROCIVIL,AEROCIVIL,1600.0,30.0,,10.0,"  455,000",3C,Aerocivil,52,52835
659,TDA,TRINIDAD,Trinidad,Casanare,Aeródromo,5.4349,-71.6584,AEROCIVIL,AEROCIVIL,1148.0,10.0,12202.0,560.0,"  644,000",2A,Aerocivil,85,85430
660,TDI,ELF TRINIDAD,Trinidad,Casanare,Aeródromo,5.5016,-71.7831,PERENCO COLOMBIA LIMITED,PERENCO COLOMBIA LIMITED,600.0,18.0,5000.0,629.0," 7235,000",1A,Privado,85,85430
661,TES,TESALIA,Tesalia,Huila,Aeródromo,,,,,,,,,,,,41,41797
662,TIB,TIERRA BLANCA,Roldanillo,Valle del Cauca,Aeródromo,,,,,,,,,,,,76,76622
663,TLO,SAN DIEGO,Tello,Huila,Aeródromo,3.0804,-75.1875,ALICIA SOLANO Y CIA.,SANAR S.A.,620.0,10.0,3000.0,1968.0,"  693,000",1A,Fumigación,41,41799
664,TLU,TOLU,Tolú Viejo,Sucre,Regional,9.5095,-75.5859,AEROCIVIL,AEROCIVIL,1350.0,16.0,12202.0,15.0,"  455,000",2A,Aerocivil,70,70823
665,TMA,TARQUI,Tauramena,Casanare,Aeródromo,,,,,,,,,,,,85,85410
666,TME,GUSTAVO VARGAS,Tame,Arauca,Regional,6.4510000000000005,-71.7601,AEROCIVIL,AEROCIVIL,2000.0,30.0,33112.0,1199.0,"  343,000",4C,Aerocivil,81,81794
667,TNU,PROVIDENCIA,Tauramena,Casanare,Aeródromo,4.9714,-72.5997,SOCIEDAD VALDERRAMA MOYA,SERFABA S.A.S.,710.0,10.0,2000.0,793.0," 1207,000",1A,Fumigación,85,85410
668,TOC,TOCARIA,Yopal,Casanare,Aeródromo,,,,,,,,,,,,85,85001
669,TPI,TOMACHIPAN,San José del Guaviare,Guaviare,Aeródromo,2.2757,-72.7747,GOBERNACION,JUNTA DE ACCION COMUNAL,500.0,10.0,5680.0,580.0," 6254,000",1A,Público,95,95001
670,TQM,TEQUENDAMA,Aracataca,Magdalena,Aeródromo,,,,,,,,,,,,47,47053
671,TQS,SOLANO,Solano,Caquetá,Aeródromo,0.7458,-75.2344,CORREGIMIENTO(MUNICIPIO),CORREGIMIENTO(MUNICIPIO),525.0,16.0,2300.0,860.0," 3660,000",1A,Público,18,18756
672,TRB,GONZALO MEJIA,Turbo,Antioquia,Aeródromo,8.0745,-76.741,AEROCIVIL,COMODATO- ARMADA,1004.0,13.0,12202.0,7.0," 3373,000",2A,Aerocivil,5,5837
673,TRD,PALMARITO 2,Trinidad,Casanare,Aeródromo,5.3322,-71.2347,PERENCO COLOMBIA LIMITED,PERENCO COLOMBIA LIMITED,840.0,25.0,12000.0,459.0," 5603,000",1A,Privado,85,85430
674,TRE,LA ENVIDIA,Tauramena,Casanare,Aeródromo,,,,,,,,,,,,85,85410
675,TRI,LOS TOROS,Trinidad,Casanare,Aeródromo,5.4275,-71.2164,HORACIO PAN BARRAGAN,PERENCO COLOMBIA LIMITED,1100.0,20.0,12202.0,450.0," 1405,000",1A,Privado,85,85430
676,TRM,LA CONCORDIA,Tauramena,Casanare,Aeródromo,4.9311,-72.6419,VICTOR H-TORRES Z.,AVIOCOL LTDA.,780.0,10.0,3000.0,813.0,"   78,000",1A,Fumigación,85,85410
677,TRP,TARAPACA,Tarapacá,Amazonas,Aeródromo,,,,,,,,,,,,91,91798
678,TRR,TRES RIOS,Miraflores,Guaviare,Aeródromo,,,,,,,,,,,,95,95200
679,TTM,TABLON DE TAMARA,Támara,Casanare,Aeródromo,5.7267,-72.1006,AEROCIVIL,AEROCIVIL,1317.0,30.0,12202.0,1650.0,"  644,000",2C,Aerocivil,85,85400
680,TUE,TUCANES - CA.,Montenegro,Quindío,Aeródromo,4.4758,-75.8411,OMAR LOZANO M.,AEROCLUB TUCANES,210.0,10.0,400.0,3900.0," 4737,000",UL,Privado,63,63470
681,TUN,TUNJA,Tunja,Boyacá,Aeródromo,,,,,,,,,,,,15,15001
682,UIB,EL CARAÑO,Quibdó,Chocó,Nacional,5.6908,-76.6412,AEROCIVIL,EN CONCESION-SOACN(Sociedad Operadora de Aeropuertos Centro Norte,1300.0,30.0,63196.0,192.0,"  522,000",3C,Aerocivil,27,27001
683,ULQ,FARFAN HERIBERTO GIL MAR,Tuluá,Valle del Cauca,Regional,4.0945,-76.2239,MUNICIPIO,MUNICIPIO,1100.0,45.0,33112.0,3132.0," 1026,000",2C,Público,76,76834
684,ULT,ULTRAMOJANA,Caucasia,Antioquia,Aeródromo,,,,,,,,,,,,5,5154
685,UMB,UMBRIA,Cumaral,Meta,Aeródromo,4.1906,-73.2617,JESUS M. CABALLERO,FARO LTDA.,580.0,10.0,2000.0,757.0,"  689,000",1A,Fumigación,50,50226
686,URA,PUERTO ESTRELLA,Uribia,La Guajira,Aeródromo,12.35,-71.3,CORREGIMIENTO,CORREGIMIENTO,1180.0,25.0,12202.0,20.0," 3660,000",2B,Público,44,44847
687,URM,URIBE,Uribe,Meta,Aeródromo,3.2369,-74.3463,MUNICIPIO,MUNICIPIO,1000.0,20.0,,2240.0," 2404,000",2B,Público,50,50370
688,URR,ALI PIEDRAHITA,Urrao,Antioquia,Regional,6.3273,-76.1409,AEROCIVIL,AEROCIVIL,865.0,10.0,,6104.0,"  551,000",2A,Aerocivil,5,5847
689,VAL,VALENCIA,Valencia,Córdoba,Aeródromo,,,,,,,,,,,,23,23855
690,VAP,CAMPO ALEGRE,Valledupar,Cesar,Aeródromo,,,,,,,,,,,,20,20001
691,VAR,VARSOVIA,San Vicente del Caguán,Caquetá,Aeródromo,,,,,,,,,,,,18,18753
692,VCC,EL DIAMANTE,San Carlos de Guaroa,Meta,Aeródromo,3.8844,-73.1595,EFA LTDA.,EFA LTDA.,800.0,10.0,2000.0,686.0," 2634,000",1A,Fumigación,50,50680
693,VCI,LA REALIDAD,Villavicencio,Meta,Aeródromo,3.9961,-73.3769,JAVIER DIAZ BARON,COMERCIALIZADORA ECO,860.0,10.0,2000.0,915.0," 1946,000",1A,Fumigación,50,50001
694,VDF,VIGIA DEL FUERTE,Vigía del Fuerte,Antioquia,Aeródromo,6.5681,-76.8877,MUNICIPIO,MUNICIPIO,770.0,10.0,,53.0,"  192,000",1A,Público,5,5873
695,VDP,MADACI,Valledupar,Cesar,Aeródromo,,,,,,,,,,,,20,20001
696,VEL,VELASQUEZ,Puerto Boyacá,Boyacá,Aeródromo,,,,,,,,,,,,15,15572
697,VGP,CANANGUCHAL,Villagarzón,Putumayo,Regional,0.9785,-76.6064,AEROCIVIL,AEROCIVIL,1300.0,20.0,,397.0," 1270,000",3B,Aerocivil,86,86885
698,VIC,EL CONVENTO,Villavicencio,Meta,Aeródromo,4.0227,-73.3529,EFA LTDA.,EFA LTDA.,800.0,10.0,2000.0,837.0," 2634,000",1A,Fumigación,50,50001
699,VIH,VISTA HERMOSA,Vistahermosa,Meta,Aeródromo,3.1351,-73.7579,MUNICIPIO,MUNICIPIO,870.0,15.0,5670.0,150.0," 4559,000",2A,Público,50,50711
700,VIL,PALMAS DEL CASANARE,Villanueva,Casanare,Aeródromo,,,,,,,,,,,,85,85440
701,VLA,VILLANUEVA,Villanueva,Casanare,Aeródromo,4.6371,-72.9498,MUNICIPIO,MUNICIPIO,1300.0,23.0,12202.0,1220.0," 2807,000",2B,Fumigación,85,85440
702,VLL,VILLANUEVA,Villanueva,La Guajira,Aeródromo,10.5833,-73.0167,MUNICIPIO,MUNICIPIO,900.0,20.0,4000.0,600.0," 3660,000",1A,Público,44,44874
703,VLU,PALMAR DE ORIENTE,Villanueva,Casanare,Aeródromo,4.4924,-72.8408,PALMAR DEL ORIENTE S.A.,PALMAR DEL ORIENTE S.A.,860.0,15.0,3000.0,643.0," 4892,000",1A,Privado,85,85440
704,VNL,COLEGIAL,Villanueva,Casanare,Aeródromo,4.4945,-72.7719,SAMOS DE COL. LTDA,FUMIVILLA LTDA,700.0,10.0,2000.0,574.0," 5913,000",1A,Fumigación,85,85440
705,VNU,SOCEAGRO,Villanueva,Casanare,Aeródromo,4.4881,-72.8319,SOCEAGRO,ASAM LTDA.,1100.0,12.0,2000.0,649.0,"  174,000",1A,Fumigación,85,85440
706,VUP,ALFONSO LOPEZ PUMAREJO,Valledupar,Cesar,Nacional,10.4351,-73.2494,AEROCIVIL,AEROCIVIL -ORIENTE S.A.S.,2100.0,30.0,,450.0,"  352,000",4C,Aerocivil,20,20001
707,VVA,VILLANUEVA,Turbo,Antioquia,Aeródromo,,,,,,,,,,,,5,5837
708,VVC,VANGUARDIA,Villavicencio,Meta,Nacional,4.1684,-73.6147,AEROCIVIL,AEROCIVIL,1940.0,30.0,,1366.0,"  499,000",3C,Aerocivil,50,50001
709,VVD,LAS BRISAS,Villavicencio,Meta,Aeródromo,,,,,,,,,,,,50,50001
710,VVL,TAPA - CHICAMOCHA,Villavicencio,Meta,Aeródromo,,,,,,,,,,,,50,50001
711,VVN,NEIVA YORK - MILENA,Villavicencio,Meta,Aeródromo,4.0903,-73.2342,COMERCIALIZADORA ECO,COMERCIALIZADORA ECO,790.0,15.0,6500.0,754.0,"  398,000",1A,Fumigación,50,50001
712,VVU,SANTA ISABEL,Villavicencio,Meta,Aeródromo,3.9873,-73.2091,EFA LTDA.,EFA LTDA.,800.0,10.0,2000.0,689.0," 2634,000",1A,Fumigación,50,50001
713,YAG,YAGUARA II,San Vicente del Caguán,Caquetá,Aeródromo,,,,,,,,,,,,18,18753
714,YAP,YAPIMA,Mitú,Vaupés,Aeródromo,1.0825,-69.4914,RESGUARDO INDIGENA,GOBERNACION DEL VAUPES,500.0,15.0,2300.0,600.0," 3423,000",1A,Público,97,97001
715,YOP,TROMPILLOS,Yopal,Casanare,Aeródromo,5.0932,-72.1807,ALEXANDER RIVERA,CELTA LTDA.,800.0,15.0,2000.0,623.0," 4736,000",1A,Fumigación,85,85001
716,YPL,CIENAGA,Yopal,Casanare,Aeródromo,5.2481,-72.8686,ALVARO MALAVER,SER.FUM.AER.CAS-SFA,890.0,10.0,2000.0,609.0," 4216,000",1A,Fumigación,85,85001
717,YPP,GERMAN ALBERTO,Yopal,Casanare,Aeródromo,5.1875,-72.3191,JOSE NELSON PEREZ R.,CELTA LTDA.,800.0,15.0,2000.0,735.0," 4511,000",1A,Fumigación,85,85001
718,YYP,LOS CABROS,Yopal,Casanare,Aeródromo,,,,,,,,,,,,85,85001
719,ZPS,GUILLERMO GOMEZ ORTIZ,Zapatoca,Santander,Aeródromo,6.7674,-73.2846,MUNICIPIO,MUNICIPIO,700.0,14.0,2300.0,5918.0,"   11,000",1A,Público,68,68895
