,sigla,iata,nombre,municipio,departamento,categoria,latitud,longitud,propietario,explotador,longitud_pista,ancho_pista,pbmo,orientacion,elevacion,resolucion,fecha_construccion,fecha_vigencia,clase,tipo,numero_vuelos_origen,gcd_departamento,gcd_municipio
0,4JC,,JUANCHACO,Buenaventura,Valle del Cauca,Aeródromo,,,,,,,,,,,,,,,24.0,76,76109
1,7FU,,LA ESCONDIDA,Puerto Gaitán,Meta,Aeródromo,4.6108,-71.1935,PALMAS SICARARE S.A.S.,COSARGO S.A.S.,1300.0,18.0,5000.0,,564.0," 1843,000",2013-04-26,2016-05-07,1A,Fumigación,30.0,50,50568
2,7GC,,SAN FELIPE DEL PAUTO,Trinidad,Casanare,Aeródromo,5.2032,-70.8951,AGRAS S.A.S,AGRAS S.A.S,720.0,10.0,3000.0,,3125.0," 4505,000",2012-08-16,,1A,Privado,153.0,85,85430
3,7GD,,VELASQUEZ,Puerto Boyacá,Boyacá,Aeródromo,5.9482,-74.4575,FAC,MANSAROVAR,1500.0,18.0,10000.0,,617.0," 2135,000",2013-05-16,,3C,Privado,2325.0,15,15572
4,7GF,,LA UNION,Paz de Ariporo,Casanare,Aeródromo,5.6283,-70.7032,MARTHA Y. VARGAS DE R.,GEOPARK CUERVA,640.0,18.0,3500.0,,335.0," 2136,000",2013-05-16,,1A,Privado,1122.0,85,85250
5,7GG,,LA ILUSION,Maní,Casanare,Aeródromo,4.5805,-72.4282,SIGRA S.A.,SIGRA S.A.,890.0,18.0,3500.0,,574.0," 1944,000",2013-05-03,2016-05-10,1A,Privado,2.0,85,85139
6,7GH,,LA VENTUROSA,Puerto Carreño,Vichada,Aeródromo,6.1391,-68.7779,MUNICIPIO,GOBERNACION,1000.0,12.0,9500.0,,246.0," 6782,000",2013-12-05,,1A,Público,54.0,99,99001
7,7GL,,LA JAGUA,La Jagua de Ibirico,Cesar,Aeródromo,9.5905,-73.2886,CARBONES DE LA JAGUA S.A.,CARBO. DE LA JAGUA S.A.,1200.0,18.0,7500.0,,787.0,"  171,000",2015-01-27,2018-02-06,2A,Privado,1070.0,20,20400
8,7GS,,EL ENCANTO,Cumaribo,Vichada,Aeródromo,4.6934,-70.9078,JUAN AQUILINO PEREZ P.,EL ENCANTO 1 S.A.S.,1200.0,20.0,5000.0,,544.0," 5964,000",2014-12-15,,1A,Fumigación,376.0,99,99773
9,7GV,,REPRESA DE LAS CANARIAS,Paz de Ariporo,Casanare,Aeródromo,5.7658,-71.2503,OLGA BRAVO DE CANTOR,OLGA BRAVO DE CANTOR,610.0,15.0,3500.0,,652.0," 5236,000",2014-10-14,2017-12-01,1A,Privado,6.0,85,85250
10,7GY,,LAS ACACIAS,Nemocón,Cundinamarca,Aeródromo,5.0949,-73.9054,JUAN BERNANDO SANINT G,EL MISMO,1350.0,20.0,10000.0,,8431.0,"  439,000",2015-02-27,2018-03-05,3A,Privado,,25,25486
11,7GZ,,COROZITO,Maní,Casanare,Aeródromo,4.6701,-72.0994,INVERSIONES LA PALMERA DE COROZITO,INV.LA PALMERA DE COROZITO,1200.0,18.0,,,497.0,"  832,000",2015-04-14,,2A,Privado,161.0,85,85139
12,7HB,,HOTEL SAN DIEGO,Puerto Gaitán,Meta,Aeródromo,3.7693,-71.8179,MADYGAN S.A.S.,MADYGAN S.A.S.,800.0,18.0,4000.0,,725.0," 6730,000",2012-11-26,2015-12-03,2A,Privado,92.0,50,50568
13,7HD,,BOSQUES DE LA PRIMAVERA,La Primavera,Vichada,Aeródromo,5.3489,-69.7467,MARIA A. RIVERA AGUDELO,MARIA A. RIVERA AGUDELO,800.0,18.0,3000.0,,396.0," 1444,000",2015-06-17,,1A,Privado,,99,99524
14,7HE,,GUACHARACAS (COLOMBAIMA),Beltrán,Cundinamarca,Aeródromo,4.7371,-74.8021,EMPRESA GUACHARACAS,CCA. LTDA,700.0,10.0,3000.0,,797.0," 5920,000",2012-10-19,,1A,Privado,1.0,25,25086
15,7HF,,GAVILAN DE LA PASCUA,La Primavera,Vichada,Aeródromo,5.1166,-70.3806,RESGUARDO INDIGENA ORIPGA,RES. INDIGENA ORIPGA,1200.0,15.0,3500.0,,419.0," 7257,000",2012-12-20,,1A,Público,85.0,99,99524
16,7HG,,DOROTEA B1,Paz de Ariporo,Casanare,Aeródromo,5.5122,-71.0248,NEW GRANADA ENERGY,NEW GRANADA ENERGY,1000.0,18.0,,,404.0," 2362,000",2013-05-27,,2A,Privado,1029.0,85,85250
17,7HJ,,MACOLLA,Maní,Casanare,Aeródromo,4.7713,-72.0714,GRAMERCY S.A.S.,AGROPECUARIA CACOLLA S.A.S.,950.0,18.0,5000.0,,548.0," 2134,000",2013-05-16,,1A,Privado,12.0,85,85139
18,7HM,,LLANO CAUCHO,Cumaribo,Vichada,Aeródromo,4.4355,-70.6954,AGROINDUSTRIALES DEL ORIENTE,AGROINVERSIONES DEL ORIENTE S.A.S,900.0,15.0,12000.0,,434.0," 5189,000",2013-09-24,,1A,Privado,10.0,99,99773
19,7HN,,ARMENIA,Paz de Ariporo,Casanare,Aeródromo,5.787,-70.1835,LUIS JOSE CALA LOPEZ,LUIS JOSE CALA LOPEZ,800.0,15.0,3000.0,,380.0," 4734,000",2013-09-06,,1A,Privado,,85,85250
20,7HT,,MANARE,Paz de Ariporo,Casanare,Aeródromo,5.9761,-70.1575,HERNAN GOMEZ NIÑO,HERNAN GOMEZ NIÑO,1100.0,23.0,4000.0,,334.0," 1577,000",2014-03-26,,1A,Privado,19.0,85,85250
21,7HV,,LA BENDICION,La Primavera,Vichada,Aeródromo,6.0627,-69.1783,SERGIO ANDRES ESPINOSA F.,SERGIO A. ESPINOSA FLOREZ,1200.0,15.0,5000.0,,360.0," 2498,000",2014-05-12,,1A,Privado,47.0,99,99524
22,7HX,,PIVIJAY,La Primavera,Vichada,Aeródromo,5.1288,-69.9716,FERNANDO CUSTAS PATACON,FERNANDO CUSTAS P.,900.0,20.0,3500.0,,426.0," 3063,000",2014-06-10,,1A,Privado,8.0,99,99524
23,7IA,,MURIBA,Maní,Casanare,Aeródromo,4.5809,-72.2551,VITIS OLEI S.A.S.,VITIS OLEI S.A.S.,1300.0,18.0,5000.0,,432.0," 4214,000",2014-08-06,,1A,Privado,,85,85139
24,7ID,,LA MACOYA,Yopal,Casanare,Aeródromo,5.2262,-72.1478,ELSON HERNANDO SIERRA,ELSON H. SIERRA QUICENO,580.0,15.0,3000.0,,474.0,"    9,000",2015-01-05,,1A,Privado,,85,85001
25,7IF,,LOS VENADOS,La Primavera,Vichada,Aeródromo,5.0666,-69.9988,GUILLERMO FRANCO RESTREPO,GUILLERMO FRANCO R.,1560.0,23.0,6500.0,,475.0,"  515,000",2015-03-10,,2A,Privado,,99,99524
26,7IH,,LOS KIOSCOS,Puerto Gaitán,Meta,Aeródromo,3.4747,-72.2349,MARTHA I. PABON PADILLA,MARTHA I. PABON PADILLA,800.0,12.0,5000.0,,770.0,"  690,000",2015-03-31,,1A,Privado,,50,50568
27,7IJ,,LA LORENA,Paz de Ariporo,Casanare,Aeródromo,5.6092,-70.421,BUSHIRO TAKEMOTO,BUSHIRO TAKEMOTO,800.0,15.0,3000.0,,347.0," 1443,000",2015-06-17,,1A,Privado,,85,85250
28,7NQ,,EL PARAISO,La Primavera,Vichada,Aeródromo,5.1826,-69.6303,RUBEN D. VELASQUEZ,RUBEN D. VELASQUEZ,1100.0,20.0,3000.0,,387.0," 5533,000",2014-11-11,2017-12-02,1A,Privado,2.0,99,99524
29,7NS,,JAGUAR,Puerto Gaitán,Meta,Aeródromo,4.2161,-72.0275,CEPCOLSA,CEPCOLSA,1200.0,23.0,,,650.0," 4940,000",2012-09-06,2015-10-10,2B,Privado,980.0,50,50568
30,7NT,,OCELOTE,Puerto Gaitán,Meta,Aeródromo,4.2751,-71.6123,HOCOL S.A.,HOCOL S.A.,1200.0,20.0,,,690.0," 5922,000",2012-10-19,,2B,Privado,1159.0,50,50568
31,9AB,,GETSEMANI,Hato Corozal,Casanare,Aeródromo,6.1506,-70.0294,MUNICIPIO,MUNICIPIO,800.0,14.0,2000.0,,304.0," 2220,000",2004-06-10,,1A,Público,112.0,85,85125
32,9AC,,MARIA ALEJANDRA,Nunchía,Casanare,Aeródromo,5.0054,-72.3959,CIRO GUILLERMO VEGA N.,SAMBA LTDA.,640.0,10.0,2000.0,,734.0," 2493,000",2014-05-12,,1A,Fumigación,3.0,85,85225
33,9AI,,CAÑO GARZA,Paz de Ariporo,Casanare,Aeródromo,5.5917,-71.5894,PERENCO COLOMBIA LIMITED,PERENCO COLOMBIA LIMITED,640.0,15.0,12202.0,,530.0,"  933,000",2015-04-24,,1A,Privado,4578.0,85,85250
34,9AJ,,SAN LUIS DE PACA,Mitú,Vaupés,Aeródromo,0.8744,-70.3464,RESGUARDO INDIGENA,GOBERNACION DEL VAUPES,424.0,10.0,1650.0,,590.0," 3423,000",1997-09-16,,1A,Público,78.0,97,97001
35,9AK,,CANANARI,Mitú,Vaupés,Aeródromo,0.545,-70.9286,RESGUARDO INDIGENA,GOBERNACION DEL VAUPES,420.0,20.0,1650.0,,780.0," 3423,000",1997-09-16,,1A,Público,126.0,97,97001
36,9AM,,SAN FERNANDO,Paz de Ariporo,Casanare,Aeródromo,,,,,,,,,,,,,,,10.0,85,85250
37,9AN,,MARAREY,Orocué,Casanare,Aeródromo,4.8281,-71.0808,JULIAN VALENCIA I. Y OTROS,JULIAN VALENCIA I. Y OTROS,700.0,15.0,4800.0,,498.0," 2001,000",2013-05-08,2016-05-09,1A,Privado,226.0,85,85230
38,9AO,,SANTA CLARA,Sabanalarga,Casanare,Aeródromo,4.4172,-72.7744,ARMANDO SANCHEZ M.,TAES LTDA.,800.0,10.0,2500.0,,610.0," 2137,000",2013-05-16,,1A,Fumigación,23.0,85,85300
39,9AR,,SAN PABLO,Mitú,Vaupés,Aeródromo,-0.7831,-70.3228,RESGUARDO INDIGENA,GOBERNACION DEL VAUPES,510.0,10.0,1650.0,,550.0," 3423,000",1997-09-16,,1A,Público,86.0,97,97001
40,9AS,,SIRENAS,Trinidad,Casanare,Aeródromo,5.2541,-71.1576,PERENCO COLOMBIA LIMITED,PERENCO COLOMBIA LIMITED,600.0,18.0,5000.0,,443.0," 3058,000",2014-06-10,2017-06-11,1A,Privado,2498.0,85,85430
41,9AT,,COROCITO,Puerto López,Meta,Aeródromo,3.9507,-72.2186,AGROINVERSIONES COROCITO,AGROINVERSIONES COROCITO,980.0,10.0,3000.0,,544.0," 1838,000",2013-04-26,,1A,Privado,7.0,50,50573
42,9AZ,,REMACHE SUR,San Luis de Palenque,Casanare,Aeródromo,5.0832,-71.1525,DESIDERIO CHAPARRO,PERENCO COLOMBIA LIMITED,600.0,18.0,5000.0,,459.0," 3058,000",2014-06-10,2017-06-11,1A,Privado,3353.0,85,85325
43,9BB,,SAN MIGUEL,Puerto López,Meta,Aeródromo,4.1069,-72.89,ELIZABETH CRUZ BULLA,SAAC S.A.S,670.0,10.0,2000.0,,803.0,"  251,000",2012-02-01,2015-02-09,1A,Fumigación,105.0,50,50573
44,9BE,,LAS VEGAS,Paz de Ariporo,Casanare,Aeródromo,6.0072,-71.2842,ALEIDA JERONIMO NAVAS,ALEIDA JERONIMO NAVAS,740.0,15.0,3500.0,,430.0," 1657,000",2012-04-03,,1A,Privado,15.0,85,85250
45,9BF,,LA FRANCIA,El Paso,Cesar,Aeródromo,9.6394,-73.5282,SOCIEDAD COLOMBIAN NATURAL RESOURCES,EL MISMO,1100.0,18.0,,,213.0,"  962,000",2011-03-02,,1B,Privado,149.0,20,20250
46,9BH,,GUAFITAS,Orocué,Casanare,Aeródromo,,,,,,,,,,,,,,,279.0,85,85230
47,9BI,,SAN FELIPE,Orocué,Casanare,Aeródromo,5.1037,-71.8425,MARIA LUCILA REYES ORDOÑEZ,MARIA LUCILA REYES O.,700.0,14.0,2000.0,,554.0,"  800,000",2010-02-18,,1A,Privado,10.0,85,85230
48,9BO,,VENECIA DE GUANAPALO,San Luis de Palenque,Casanare,Aeródromo,5.3079,-71.9204,COLCONSTRUC LTDA,COLCONSTRUC LTDA.,1000.0,15.0,5500.0,,623.0," 4873,000",2014-09-16,,1A,Privado,38.0,85,85325
49,9BS,,LA COMARCA,Trinidad,Casanare,Aeródromo,,,,,,,,,,,,,,,3.0,85,85430
50,9BW,,LA FAZENDA,Puerto López,Meta,Aeródromo,4.3263,-72.2208,ALIAR S.A.,ALIAR S.A.,1200.0,12.0,5000.0,,568.0," 1941,000",2013-05-03,2016-05-07,2B,Fumigación,42.0,50,50573
51,9BY,,SAN EDUARDO,Orocué,Casanare,Aeródromo,4.6422,-71.8104,EDUARDO J. GONZALEZ A.,EDUARDO J- GONZALEZ,800.0,12.0,2500.0,,580.0," 1580,000",2014-03-26,,1A,Privado,12.0,85,85230
52,9BZ,,RIOSUCIO,Riosucio,Chocó,Aeródromo,7.4164,-77.0595,MUNICIPIO,MUNICIPIO,706.0,9.0,5670.0,,72.0," 3430,000",2014-06-27,,1A,Público,7.0,27,27615
53,9CA,,LAS AGUILAS -CA,Yumbo,Valle del Cauca,Aeródromo,3.5134,-76.4931,SERESTEL S.A.,CLUB DEPORT.LAS AGUILAS,320.0,10.0,500.0,,3100.0," 4939,000",2012-09-06,,1A,Privado,,76,76892
54,9CB,,CAMARUCOS,Paz de Ariporo,Casanare,Aeródromo,5.8754,-70.6583,ALCALDIA,ALCALDIA,1200.0,15.0,2000.0,,367.0," 4541,000",2006-10-27,2016-11-07,1A,Público,5.0,85,85250
55,9CC,,EL TOTUMO,Paz de Ariporo,Casanare,Aeródromo,5.9387,-71.2217,MUNICIPIO,MUNICIPIO,520.0,15.0,2000.0,,476.0," 4541,000",2006-10-27,2016-11-07,1A,Público,8.0,85,85250
56,9CD,,VARSOVIA,Paz de Ariporo,Casanare,Aeródromo,5.849,-70.3648,MUNICIPIO,MUNICIPIO,550.0,15.0,2000.0,,328.0," 4541,000",2006-10-27,2016-11-07,1A,Público,47.0,85,85250
57,9CE,,LA HERMOSA,Paz de Ariporo,Casanare,Aeródromo,5.5307,-70.4497,MUNICIPIO,MUNICIPIO,884.0,15.0,2000.0,,338.0," 4541,000",2006-10-27,2016-11-07,1A,Público,119.0,85,85250
58,9CF,,SAN ESTEBAN,Paz de Ariporo,Casanare,Aeródromo,5.4441,-70.8352,MUNICIPIO,MUNICIPIO,580.0,15.0,2000.0,,377.0," 4541,000",2006-10-27,2016-11-07,1A,Público,5.0,85,85250
59,9CG,,SAN JOSE DEL ARIPORO,Paz de Ariporo,Casanare,Aeródromo,6.0475,-70.0128,MUNICIPIO,MUNICIPIO,570.0,15.0,2000.0,,318.0," 4541,000",2006-10-27,2016-11-07,1A,Público,146.0,85,85250
60,9CI,,LA CAIMANA,Paz de Ariporo,Casanare,Aeródromo,6.052,-70.8134,MUNICIPIO,MUNICIPIO,615.0,15.0,2000.0,,400.0," 4541,000",2006-10-27,2016-11-07,1A,Público,11.0,85,85250
61,9CJ,,EMAUS,San Luis de Palenque,Casanare,Aeródromo,5.1483,-71.0453,LUIS F. CASTILLO SANTOS,LUIS F. CASTILLO SANTOS,740.0,10.0,2500.0,,430.0," 1945,000",2013-05-03,,1A,Privado,41.0,85,85325
62,9CL,,LA VENTUROSA,San Luis de Palenque,Casanare,Aeródromo,5.2388,-71.3035,MUNICIPIO,EL MISMO,620.0,15.0,2000.0,,459.0," 4542,000",2006-10-27,,1A,Público,1.0,85,85325
63,9CU,,COROCORA,Trinidad,Casanare,Aeródromo,5.3751,-70.969,DORA AVELLA VDA.DE PAN,PERENCO COLOMBIA LIMITED,740.0,18.0,5000.0,,430.0," 1000,000",2012-03-01,,1A,Privado,2486.0,85,85430
64,9DE,,LUNA PARK,La Primavera,Vichada,Aeródromo,5.128,-70.4931,DAVID ALFONSO MATTOS L.,DAVID ALFONSO MATTOS,1200.0,15.0,12000.0,,410.0," 1056,000",2014-02-28,2017-03-06,1A,Privado,97.0,99,99524
65,9DI,,SAN FELIPE,San Felipe,Guainía,Aeródromo,1.915,-67.0776,GOBERNACION,GOBERNACION,1100.0,22.0,25000.0,,312.0,"  545,000",2008-02-13,,1A,Público,89.0,94,94883
66,9LI,,SAN SEBASTIAN,Cabuyaro,Meta,Aeródromo,4.3356,-72.7803,NELLY ZARATE,AEROTEC LTDA.,740.0,10.0,2000.0,,680.0," 4738,000",2012-08-20,,1A,Fumigación,30.0,50,50124
67,9LQ,,LA PONDEROSA,Puerto Gaitán,Meta,Aeródromo,4.6316,-71.2141,MONICA COLOMBIA LTDA.,MONICA COLOMBIA LTDA,1200.0,18.0,3000.0,,537.0," 5243,000",2012-09-19,,2A,Privado,25.0,50,50568
68,9LW,,EL PALMAR,Nunchía,Casanare,Aeródromo,5.396,-71.9116,MAURICIO MEDINA NIÑO,FIBA S.A.,700.0,10.0,3000.0,,629.0,"  472,000",2013-02-13,,1A,Fumigación,5.0,85,85225
69,9M1,,TRES ESQUINAS AB,Solano,Caquetá,Aeródromo,,,,,,,,,,,,,,,1160.0,18,18756
70,9M2,,LARANDIA,Florencia,Caquetá,Aeródromo,,,,,,,,,,,,,,,824.0,18,18001
71,9MQ,,EL RASTRO,Cumaribo,Vichada,Aeródromo,4.7022,-70.8617,EL RASTRO 1 S.A.S.,EL RASTRO  1 S.A.S,800.0,15.0,2000.0,,545.0," 7391,000",2012-12-28,,1A,Fumigación,,99,99773
72,9MS,,BETANIA,Trinidad,Casanare,Aeródromo,5.5319,-71.6812,DIOSELINO ACOSTA,SAO E.U.,800.0,10.0,2000.0,,2030.0," 1216,000",2013-03-20,,1A,Fumigación,1.0,85,85430
73,9NG,,REMOLINOS,Puerto López,Meta,Aeródromo,4.2053,-72.6639,BLANCA E. BULLA PULIDO,ECO LTDA.,840.0,10.0,2000.0,,586.0,"  835,000",2015-04-14,,1A,Fumigación,,50,50573
74,A01,,CAMPO ALEGRE,Inírida,Guainía,Aeródromo,1.8653,-69.0101,GOBERNACION,GOBERNACION,450.0,15.0,2000.0,,577.0," 1333,000",2013-03-26,,1A,Público,182.0,94,94001
75,A02,,CAÑO COLORADO,Inírida,Guainía,Aeródromo,2.2774,-68.3599,GOBERNACION,GOBERNACION,1100.0,15.0,12202.0,,413.0," 4419,000",2013-08-23,,1C,Público,7.0,94,94001
76,A03,,FORTUL,Fortul,Arauca,Aeródromo,6.7817,-71.7791,GOBERNACION,MUNICIPIO,700.0,13.0,4000.0,,730.0," 2036,000",2010-04-23,,1A,Público,2.0,81,81300
77,A04,,SANTA ROSA DEL SUR,Santa Rosa del Sur,Bolívar,Aeródromo,7.9629,-76.034,MUNICIPIO,MUNICIPIO,720.0,18.0,5000.0,,61.0," 5959,000",2014-12-15,,1A,Público,258.0,13,13688
78,ABT,,AGUA BLANCA,Piedras,Tolima,Aeródromo,4.4656,-74.9948,SOCIEDAD CULTIVOS SAN JOSE,CRUZ VERDE,680.0,10.0,2000.0,,1994.0," 4508,000",2012-08-18,2015-09-03,1A,Fumigación,17.0,73,73547
79,ACD,ACD,ALCIDES FERNANDEZ,Acandí,Chocó,Regional,8.4969,-77.2739,INCORA LTDA,MUNICIPIO,1200.0,16.0,,,50.0," 1072,000",1969-09-15,,3A,Público,2564.0,27,27006
80,ACI,,EL MONASTERIO,Acacías,Meta,Aeródromo,3.9587,-73.4425,EFA LTDA.,EFA LTDA.,680.0,10.0,2000.0,,948.0," 2634,000",2012-05-24,,1A,Fumigación,4.0,50,50006
81,ACR,ACR,ARARACUARA,Solano,Caquetá,Regional,-0.6008,-72.3981,GOBERNACION,GOBERNACION,1300.0,30.0,27000.0,,800.0,"   31,000",1958-02-05,,3C,Público,1778.0,18,18756
82,ADZ,ADZ,GUSTAVO ROJAS PINILLA,San Andrés,San Andrés islas,Internacional,12.5837,-81.7113,AEROCIVIL,AEROCIVIL,2380.0,36.0,,,18.0,"  352,000",1968-05-17,,4D,Aerocivil,76692.0,88,88001
83,AFC,,FABAL-COALCESAR,Aguachica,Cesar,Aeródromo,8.2415,-73.6901,COALCESAR,COALCESAR LTDA,650.0,15.0,2000.0,,197.0,"  441,000",,,1A,Fumigación,133.0,20,20011
84,AFI,AFI,EL RIO,Amalfi,Antioquia,Aeródromo,6.8954,-75.0475,AEROCIVIL,AEROCIVIL,970.0,20.0,3500.0,,4831.0,"  551,000",1968-10-07,,2A,Aerocivil,258.0,5,5031
85,AGB,,AGUA BLANCA,Espinal,Tolima,Aeródromo,4.1839,-74.8931,FARCA S.A. - COMODATO,SANIDAD VEGETAL CRUZ,750.0,10.0,2000.0,,1095.0," 7095,000",2013-12-19,,1A,Fumigación,4.0,73,73268
86,AGH,,HACARITAMA,Aguachica,Cesar,Aeródromo,8.2473,-73.5821,AEROCIVIL,AEROCIVIL,1310.0,25.0,12202.0,,700.0," 9248,000",1987-07-27,,2C,Aerocivil,1245.0,20,20011
87,AGJ,,JAMAICA,Aguazul,Casanare,Aeródromo,5.0905,-72.4462,VICTOR H-TORRES Z.,AVIOCOL LTDA.,750.0,10.0,2000.0,,781.0," 1054,000",2014-02-28,2017-04-08,1A,Fumigación,2.0,85,85010
88,AGT,,AGUA BLANCA,Piedras,Tolima,Aeródromo,,,,,,,,,,,,,,,17.0,73,73547
89,AGU,,MARIA ANGELICA,Aguazul,Casanare,Aeródromo,5.0546,-72.4471,GERMAN ERAZO,CELTA LTDA.,800.0,15.0,2000.0,,720.0," 4736,000",2013-09-06,,1A,Fumigación,5.0,85,85010
